stb->k,time,curX,curY,curZ,refX,refY,refZ,oldX,oldY,oldZ
737,1.62667E+18,-0.044652,0.06634,0.015119,-0.044652,0.06634,0.015119,-0.040331,0.076193,0.020609
738,1.62667E+18,-0.037977,0.059366,0.014163,-0.037977,0.059366,0.014163,-0.040399,0.076137,0.020304
739,1.62667E+18,-0.033552,0.055479,0.013976,-0.033552,0.055479,0.013976,-0.040466,0.076074,0.020014
740,1.62667E+18,-0.032003,0.055094,0.014342,-0.032003,0.055094,0.014342,-0.040546,0.076001,0.019734
741,1.62667E+18,-0.031559,0.058125,0.014813,-0.031559,0.058125,0.014813,-0.040638,0.07592,0.019468
742,1.62667E+18,-0.033425,0.062982,0.015304,-0.033425,0.062982,0.015304,-0.040738,0.075833,0.019216
743,1.62667E+18,-0.04149,0.067335,0.015855,-0.04149,0.067335,0.015855,-0.040864,0.075737,0.018972
744,1.62667E+18,-0.047446,0.070283,0.015345,-0.047446,0.070283,0.015345,-0.041004,0.075633,0.018741
745,1.62667E+18,-0.045942,0.068202,0.015064,-0.045942,0.068202,0.015064,-0.04115,0.075524,0.018522
746,1.62667E+18,-0.047378,0.06513,0.015155,-0.047378,0.06513,0.015155,-0.041319,0.075404,0.018311
747,1.62667E+18,-0.047266,0.061214,0.014983,-0.047266,0.061214,0.014983,-0.041497,0.075276,0.018111
748,1.62667E+18,-0.047036,0.060534,0.014814,-0.047036,0.060534,0.014814,-0.041675,0.075145,0.017922
749,1.62667E+18,-0.046897,0.06085,0.014929,-0.046897,0.06085,0.014929,-0.041863,0.075004,0.01774
750,1.62667E+18,-0.04733,0.062833,0.015196,-0.04733,0.062833,0.015196,-0.042051,0.07486,0.017568
751,1.62667E+18,-0.047205,0.063675,0.015186,-0.047205,0.063675,0.015186,-0.042233,0.074715,0.017407
752,1.62667E+18,-0.047201,0.062795,0.015193,-0.047201,0.062795,0.015193,-0.042415,0.074557,0.017251
753,1.62667E+18,-0.047133,0.060878,0.01509,-0.047133,0.060878,0.01509,-0.042593,0.074395,0.017106
754,1.62667E+18,-0.047015,0.059587,0.015009,-0.047015,0.059587,0.015009,-0.042762,0.074232,0.016968
755,1.62667E+18,-0.047111,0.059858,0.015125,-0.047111,0.059858,0.015125,-0.042931,0.074055,0.016837
756,1.62667E+18,-0.047122,0.06074,0.015155,-0.047122,0.06074,0.015155,-0.043095,0.073873,0.016714
757,1.62667E+18,-0.047096,0.06166,0.015196,-0.047096,0.06166,0.015196,-0.043252,0.073691,0.016599
758,1.62667E+18,-0.043969,0.065185,0.016291,-0.043969,0.065185,0.016291,-0.043417,0.073495,0.016489
759,1.62667E+18,-0.046523,0.062734,0.015499,-0.046523,0.062734,0.015499,-0.043583,0.073295,0.016386
760,1.62667E+18,-0.046693,0.060608,0.015509,-0.046693,0.060608,0.015509,-0.043745,0.073095,0.016289
761,1.62667E+18,-0.046509,0.057516,0.015624,-0.046509,0.057516,0.015624,-0.043922,0.072881,0.016197
762,1.62667E+18,-0.04648,0.05531,0.015377,-0.04648,0.05531,0.015377,-0.044104,0.072663,0.016111
